id,name,svWikipedia,WD Qnumber,WD Lsv,WD Len,WD Dsv,WD Den,WD e-postadress,WD telefonnummer,WD organisationsnummer (Sverige),abbreviation,other_names,description,classification,parent_id,founding_date,dissolution_date,image,url,jurisdiction_code,phone,email,address,contact,tags,source_url
se/ockero-kommun,Öckerö kommun,https://sv.wikipedia.org/wiki/%C3%96cker%C3%B6_kommun,Q293928,Öckerö kommun,Öckerö Municipality,"kommun i Västra Götalands län, Sverige","municipality in Västra Götaland County, Sweden",,+46-31-97-62-00,212000-1280,,,Förortskommuner till storstäderna,2.0,,,,,http://www.ockero.se,SE,031-976200,kommun@ockero.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/odeshogs-kommun,Ödeshögs kommun,https://sv.wikipedia.org/wiki/%C3%96desh%C3%B6gs_kommun,Q293970,Ödeshögs kommun,Ödeshög Municipality,"kommun i Östergötlands län, Sverige","municipality in Östergötland County, Sweden",,,212000-0373,,,Pendlingskommuner,5.0,,,,,http://www.odeshog.se,SE,0144-35000,kommun@odeshog.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/olofstroms-kommun,Olofströms kommun,https://sv.wikipedia.org/wiki/Olofstr%C3%B6ms_kommun,Q504257,Olofströms kommun,Olofström Municipality,"kommun i Blekinge län, Sverige","municipality in Blekinge County, Sweden",,,212000-0811,,,Varuproducerande kommuner,7.0,,,,,http://www.olofstrom.se,SE,0454-93000,ks@olofstrom.se,Box 302,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/orebro-kommun,Örebro kommun,https://sv.wikipedia.org/wiki/%C3%96rebro_kommun,Q297718,Örebro kommun,Örebro Municipality,"kommun i Örebro län, Sverige","municipality in Örebro County, Sweden",,,212000-1967,,,Större städer,3.0,,,,,http://www.orebro.se,SE,019-211000,kommun@orebro.se,Box 30000,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/orebro-tingsratt,Örebro tingsrätt,https://sv.wikipedia.org/wiki/%C3%96rebro_tingsr%C3%A4tt,Q10727496,Örebro tingsrätt,,,,,,,,,,,,,,,www.orebrotingsratt.domstol.se,SE,019-166335,orebro.tingsratt@dom.se,BOX 383,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/orebro-universitet,Örebro universitet,https://sv.wikipedia.org/wiki/%C3%96rebro_universitet,Q2002420,Örebro universitet,Örebro University,svenskt statligt universitet i Örebro,university,mailto:registrator@oru.se,+46-19-30-30-00,202100-2924,,,,,,,,,www.oru.se,SE,019-303465,registrator@oru.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/orkelljunga-kommun,Örkelljunga kommun,https://sv.wikipedia.org/wiki/%C3%96rkelljunga_kommun,Q297936,Örkelljunga kommun,Örkelljunga Municipality,"kommun i Skåne län, Sverige","municipality in Skåne County, Sweden",,,212000-0878,,,Varuproducerande kommuner,7.0,,,,,http://www.orkelljunga.se,SE,0435-55000,kommunkontor@orkelljunga.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/ornskoldsviks-kommun,Örnsköldsviks kommun,https://sv.wikipedia.org/wiki/%C3%96rnsk%C3%B6ldsviks_kommun,Q298003,Örnsköldsviks kommun,Örnsköldsvik Municipality,"kommun i Västernorrlands län, Sverige","municipality in Västernorrland County, Sweden",,,212000-2445,,,Större städer,3.0,,,,,http://www.ornskoldsvik.se,SE,0660-880 00,kommunen@ornskoldsvik.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/orsa-kommun,Orsa kommun,https://sv.wikipedia.org/wiki/Orsa_kommun,Q504630,Orsa kommun,Orsa Municipality,"kommun i Dalarnas län, Sverige","municipality in Dalarna County, Sweden",,,212000-2189,,,Pendlingskommuner,5.0,,,,,http://www.orsa.se,SE,0250-552100,orsa.kommun@orsa.se,Box 23,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/orust-kommun,Orusts kommun,https://sv.wikipedia.org/wiki/Orusts_kommun,Q338752,Orusts kommun,Orust Municipality,"kommun i Västra Götalands län, Sverige","municipality in Västra Götaland County, Sweden",mailto:kommun@orust.se,+46-304-33-40-00,212000-1314,,,Pendlingskommuner,5.0,,,,,http://www.orust.se,SE,0304-334000,orustkommun@orust.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/osby-kommun,Osby kommun,https://sv.wikipedia.org/wiki/Osby_kommun,Q504594,Osby kommun,Osby Municipality,"kommun i Skåne län, Sverige","municipality in Skåne County, Sweden",,+46-479-52-80-00,212000-0902,,,Pendlingskommuner,5.0,,,,,http://www.osby.se,SE,0479-18000,kommun@osby.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/oskarshamns-kommun,Oskarshamns kommun,https://sv.wikipedia.org/wiki/Oskarshamns_kommun,Q505006,Oskarshamns kommun,Oskarshamn Municipality,"kommun i Kalmar län, Sverige","municipality in Kalmar County, Sweden",,,212000-0761,,,Varuproducerande kommuner,7.0,,,,,http://www.oskarshamn.se,SE,0491-88000,kommunen@oskarshamn.se,Box 706,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/osterakers-kommun,Österåkers kommun,https://sv.wikipedia.org/wiki/%C3%96ster%C3%A5kers_kommun,Q117728,Österåkers kommun,Österåker Municipality,"kommun i Stockholms län, Sverige (1983-)","municipality in Stockholm County, Sweden",,,212000-2890,,,Förortskommuner till storstäderna,2.0,1.0,,,,http://www.osteraker.se,SE,08-54081000,kommun@osteraker.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/ostersunds-kommun,Östersunds kommun,https://sv.wikipedia.org/wiki/%C3%96stersunds_kommun,Q306789,Östersunds kommun,Östersund Municipality,"kommun i Jämtlands län, Sverige","municipality in Jämtland County, Sweden",,,212000-2528,,,Större städer,3.0,,,,,http://www.ostersund.se,SE,063-14 30 00,kommunstyrelsen@ostersund.se,Rådhuset,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/ostersunds-tingsratt,Östersunds tingsrätt,https://sv.wikipedia.org/wiki/%C3%96stersunds_tingsr%C3%A4tt,Q10728135,Östersunds tingsrätt,Östersund District Court,,,,,,,,,,,,,,www.domstol.se,SE,,ostersunds.tingsratt@dom.se,BOX 708,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/osthammars-kommun,Östhammars kommun,https://sv.wikipedia.org/wiki/%C3%96sthammars_kommun,Q59093,Östhammars kommun,Östhammar Municipality,"kommun i Uppsala län, Sverige","municipality in Uppsala County, Sweden",,,212000-0290,,,Turism- och besöksnäringskommuner,6.0,,,,,http://www.osthammar.se,SE,0173-86000,kommunen@osthammar.se,Box 66,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/ostra-goinge-kommun,Östra Göinge kommun,https://sv.wikipedia.org/wiki/%C3%96stra_G%C3%B6inge_kommun,Q307370,Östra Göinge kommun,Östra Göinge Municipality,"kommun i Skåne län, Sverige","municipality in Skåne County, Sweden",,,212000-0860,,,Pendlingskommuner,5.0,,,,,http://www.ostragoinge.se,SE,044-7756000,kommun@ostragoinge.se,Storgatan 4,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/ovanakers-kommun,Ovanåkers kommun,https://sv.wikipedia.org/wiki/Ovan%C3%A5kers_kommun,Q505085,Ovanåkers kommun,Ovanåker Municipality,"kommun i Gävleborgs län, Sverige","municipality in Gävleborg County, Sweden",,,212000-2304,,,Varuproducerande kommuner,7.0,,,,,http://www.ovanaker.se,SE,0271-570 00,kommun@ovanaker.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/overkalix-kommun,Överkalix kommun,https://sv.wikipedia.org/wiki/%C3%96verkalix_kommun,Q307569,Överkalix kommun,Överkalix Municipality,"kommun i Norrbottens län, Sverige","municipality in Norrbotten County, Sweden",,,212000-2684,,,Glesbygdkommuner,8.0,,,,,http://www.overkalix.se,SE,0926-74000,kommun@overkalix.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/overklagandenamnden-for-hogskolan,Överklagandenämnden för högskolan,https://sv.wikipedia.org/wiki/%C3%96verklaganden%C3%A4mnden_f%C3%B6r_h%C3%B6gskolan,Q10728611,Överklagandenämnden för högskolan,,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:onh@onh.se,+46-8-563-087-00,202100-4375,,,,,,,,,www.onh.se,SE,,,BOX 7249,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/overklagandenamnden-for-namndemannauppdrag,Överklagandenämnden För Nämndemannauppdrag,,Q80207153,Överklagandenämnden För Nämndemannauppdrag,,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:kammarrattenisundsvall@dom.se,+46-60-18-66-00,202100-6024,,,,,,,,,www.domstol.se/templates/DV_Page.aspx?id=4073,SE,060-186652,overklagandenamnden@dom.se,BOX 714,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/overklagandenamnden-for-studiestod,Överklagandenämnden för studiestöd,https://sv.wikipedia.org/wiki/%C3%96verklaganden%C3%A4mnden_f%C3%B6r_studiest%C3%B6d,Q10728612,Överklagandenämnden för studiestöd,,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:registrator@oks.se,+46-611-34-75-00,202100-5273,,,,,,,,,www.oks.se,SE,0611-347570,registrator@oks.se,BOX 110,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/overtornea-kommun,Övertorneå kommun,https://sv.wikipedia.org/wiki/%C3%96vertorne%C3%A5_kommun,Q307603,Övertorneå kommun,Övertorneå Municipality,"kommun i Norrbottens län, Sverige","municipality in Norrbotten County, Sweden",,,212000-2700,,,Glesbygdkommuner,8.0,,,,,http://www.overtornea.se,SE,0927-72000,kommun@overtornea.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/oxelosunds-kommun,Oxelösunds kommun,https://sv.wikipedia.org/wiki/Oxel%C3%B6sunds_kommun,Q505246,Oxelösunds kommun,Oxelösund Municipality,"kommun i Södermanlands län, Sverige","municipality in Södermanland County, Sweden",,,212000-0324,,,Varuproducerande kommuner,7.0,,,,,http://www.oxelosund.se,SE,0155-38000,kommun@oxelosund.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/pajala-kommun,Pajala kommun,https://sv.wikipedia.org/wiki/Pajala_kommun,Q186230,Pajala kommun,Pajala Municipality,"kommun i Norrbottens län, Sverige","municipality in Norrbotten County, Sweden",,,212000-2718,,,Glesbygdkommuner,8.0,,,,,http://www.pajala.se,SE,0978-12000,kommun@pajala.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/partille-kommun,Partille kommun,https://sv.wikipedia.org/wiki/Partille_kommun,Q125222,Partille kommun,Partille Municipality,"kommun i Västra Götalands län, Sverige","municipality in Västra Götaland County, Sweden",,,212000-1272,,,Förortskommuner till storstäderna,2.0,,,,,http://www.partille.se,SE,031-7921000,partille.kommun@partille.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/patent--och-registreringsverket,Patent- och registreringsverket,https://sv.wikipedia.org/wiki/Patent-_och_registreringsverket,Q10621662,Patent- och registreringsverket,Swedish Patent and Registration Office,en svensk myndighet,Swedish administrative authority,mailto:prv@prv.se,+46-8-782-28-00,202100-2072,,,,,,,,,www.prv.se,SE,08-6660286,prv@prv.se,BOX 5055,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/patentbesvarsratten,Patentbesvärsrätten,https://sv.wikipedia.org/wiki/Patentbesv%C3%A4rsr%C3%A4tten,Q10621663,Patentbesvärsrätten,Court of Patent Appeals,"fristående specialdomstol som prövar överklaganden av ärenden om patent, varumärken och mönster",Swedish special court,,,,,,,,,,,,www.pbr.se,SE,08-7837637,pbr@pbr.se,BOX 24160,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/patentombudsnamnden,Patentombudsnämnden,,Q80207128,Patentombudsnämnden,,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:patentombudsnamnden@patentombudsnamnden.se,+46-77-167-06-70,202100-6370,,,,,,,,,,SE,,,BOX 46,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/pensionsmyndigheten,Pensionsmyndigheten,https://sv.wikipedia.org/wiki/Pensionsmyndigheten,Q10623228,Pensionsmyndigheten,Swedish Pensions Agency,en statlig svensk myndighet,Swedish administrative authority,mailto:registrator@pensionsmyndigheten.se,+46-77-177-17-71,202100-6255,,,,,,,,,www.pensionsmyndigheten.se,SE,,registrator@ppm.nu,BOX 38190,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/perstorps-kommun,Perstorps kommun,https://sv.wikipedia.org/wiki/Perstorps_kommun,Q504249,Perstorps kommun,Perstorp Municipality,"kommun i Skåne län, Sverige","municipality in Skåne County, Sweden",,,212000-0910,,,Varuproducerande kommuner,7.0,,,,,http://www.perstorp.se,SE,0435-39000,kommunhuset@perstorp.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/pitea-kommun,Piteå kommun,https://sv.wikipedia.org/wiki/Pite%C3%A5_kommun,Q507656,Piteå kommun,Piteå Municipality,"kommun i Norrbottens län, Sverige","municipality in Norrbotten County, Sweden",,,212000-2759,,,Kommuner i glesbefolkad region,10.0,,,,,http://www.pitea.se,SE,0911-696000,kommun@pitea.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/polarforskningssekretariatet,Polarforskningssekretariatet,https://sv.wikipedia.org/wiki/Polarforskningssekretariatet,Q10635976,Polarforskningssekretariatet,Swedish Polar Research Secretariat,svensk statlig förvaltningsmyndighet,Swedish administrative authority,mailto:office@polar.se,+46-70-550-23-93,202100-4060,,,,,,,,,www.polar.se,SE,08-4502599,office@polar.se,BOX 50003,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/polismyndigheten,Polismyndigheten,,Q1729128,Polismyndigheten,Police Department of the Ministry of the Interior,,,,,,,,,,,,,,www.polisen.se,SE,08-4019990,registrator.kansli@polisen.se,BOX 12256,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/post--och-telestyrelsen,Post- och telestyrelsen,https://sv.wikipedia.org/wiki/Post-_och_telestyrelsen,Q7654818,Post- och telestyrelsen,Swedish Post and Telecom Agency,svensk statlig förvaltningsmyndighet,Swedish administrative authority,mailto:pts@pts.se,+46-8-678-55-00,202100-4359,PTS,,,,,,,,www.pts.se,SE,08-6785505,pts@pts.se,BOX 5398,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/postverkets-avvecklingsorganisation,Postverkets Avvecklingsorganisation,,,,,,,,,,,,,,,,,,,SE,,,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/provningsnamnden-for-stod-till-kreditinstitut,Prövningsnämnden för stöd till kreditinstitut,https://sv.wikipedia.org/wiki/Pr%C3%B6vningsn%C3%A4mnden_f%C3%B6r_st%C3%B6d_till_kreditinstitut,Q10641371,Prövningsnämnden för stöd till kreditinstitut,,,,,,,,,,,,,,,,SE,,,BOX 2218,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/ragunda-kommun,Ragunda kommun,https://sv.wikipedia.org/wiki/Ragunda_kommun,Q515342,Ragunda kommun,Ragunda Municipality,"kommun i Jämtlands län, Sverige","municipality in Jämtland County, Sweden",,,212000-2452,,,Glesbygdkommuner,8.0,,,,,http://www.ragunda.se,SE,0696-682000,ragunda.kommun@ragunda.se,Box 150,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/rattshjalpnamnden,Rättshjälpnämnden,,Q80207135,Rättshjälpnämnden,,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:rattshjalpsnamnden@dom.se,+46-60-18-68-91,202100-6008,,,,,,,,,www.domstol.se/rattshjalpsnamnden,SE,060-186839,rattshjalpsnamnden@dom.se,BOX 170,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/rattshjalpsmyndigheten,Rättshjälpsmyndigheten,https://sv.wikipedia.org/wiki/R%C3%A4ttshj%C3%A4lpsmyndigheten,Q10658525,Rättshjälpsmyndigheten,National Legal Aid Authority,svensk statlig förvaltningsmyndighet,Swedish administrative authority,mailto:rattshjalpsmyndigheten@dom.se,+46-60-13-46-00,202100-6016,,,,,,,,,www.rattshjalp.se,SE,060-134640,rattshjalpsmyndigheten@dom.se,BOX 853,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/rattsmedicinalverket,Rättsmedicinalverket,https://sv.wikipedia.org/wiki/R%C3%A4ttsmedicinalverket,Q10658535,Rättsmedicinalverket,National Board of Forensic Medicine,svensk statlig förvaltningsmyndighet,Swedish administrative authority,mailto:rmv@rmv.se,+46-10-483-41-00,202100-4227,,,,,,,,,www.rmv.se,SE,08-240530,rmv@rmv.se,BOX 206,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/rattviks-kommun,Rättviks kommun,https://sv.wikipedia.org/wiki/R%C3%A4ttviks_kommun,Q504244,Rättviks kommun,Rättvik Municipality,"kommun i Dalarnas län, Sverige","municipality in Dalarna County, Sweden",,,212000-2171,,,Turism- och besöksnäringskommuner,6.0,,,,,http://www.rattvik.se,SE,0248-70000,rattvik@rattvik.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/rederinamnden,Rederinämnden,https://sv.wikipedia.org/wiki/Rederin%C3%A4mnden,Q10650252,Rederinämnden,,,,,,,,,,,,,,,,SE,,,BOX 11125,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/regeringskansliet,Regeringskansliet,https://sv.wikipedia.org/wiki/Regeringskansliet,Q10650489,Regeringskansliet,Swedish Government Offices,svensk statlig förvaltningsmyndighet,administrative authority for Sweden's ministries,mailto:forvaltningsavdelningen.registrator@regeringskansliet.se,+46-8-405-10-00,202100-3831,,,,,,,,,www.regeringen.se,SE,08-7231171,registrator@primeminister.ministry.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/region-gavleborg,Region Gävleborg,https://sv.wikipedia.org/wiki/Region_G%C3%A4vleborg,Q3231382,Region Gävleborg,Region Gävleborg,regionkommun för Gävleborgs län,,mailto:rg@regiongavleborg.se,+46-26-15-40-00,232100-0198,,,,,,,,,http://www.regiongavleborg.se,SE,026-15 40 00,rg@regiongavleborg.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
se/region-gotland,Region Gotland,https://sv.wikipedia.org/wiki/Region_Gotland,Q374794,Region Gotland,Gotland Municipality,"kommun i Gotlands län, Sverige","municipality in Gotland County, Sweden",mailto:regiongotland@gotland.se,+46-498-26-90-00,212000-0803,,,Turism- och besöksnäringskommuner,6.0,,,,,http://www.gotland.se,SE,0498-26 90 00,regiongotland@gotland.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/region-gotland-(landsting),Region Gotland (landsting),,,,,,,,,,,,,,,,,,http://www.gotland.se,SE,0498-26 90 00,regiongotland@gotland.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
se/region-halland-(landsting),Region Halland (landsting),,,,,,,,,,,,,,,,,,http://www.regionhalland.se,SE,035-13 48 00,regionen@regionhalland.se,Box 517,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
se/region-jamtland-harjedalen,Region Jämtland Härjedalen,https://sv.wikipedia.org/wiki/Region_J%C3%A4mtland_H%C3%A4rjedalen,Q11285861,Region Jämtland Härjedalen,Region Jämtland Härjedalen,regionkommun i Jämtlands län,,,,232100-0214,,,,,,,,,http://regionjh.se/,SE,063-14 75 00,region@regionjh.se,Box 654,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
se/region-jonkopings-lan,Region Jönköpings län,https://sv.wikipedia.org/wiki/Region_J%C3%B6nk%C3%B6pings_l%C3%A4n,Q3231587,Region Jönköpings län,Jönköping County Council,regionkommun i Jönköpings län,,mailto:regionen@rjl.se,+46-10-241-00-00,232100-0057,,,,,,,,,http://www.rjl.se,SE,010-241 00 00,regionen@rjl.se,Box 1024,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
se/region-kronoberg,Region Kronoberg,https://sv.wikipedia.org/wiki/Region_Kronoberg,Q3232003,Region Kronoberg,Kronoberg Regional Council,"regionkommun för Kronobergs län, Sverige",,mailto:region@kronoberg.se,+46-470-58-80-00,232100-0065,,,,,,,,,http://www.ltkronoberg.se,SE,0470-58 80 00,region@kronoberg.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
se/region-orebro-lan,Region Örebro län,https://sv.wikipedia.org/wiki/Region_%C3%96rebro_l%C3%A4n,Q3233521,Region Örebro län,Örebro County Council,"sekundärkommunen för Örebro län, Sverige","secondary municipality for Örebro County, Sweden",,,232100-0164,,,,,,,,,http://www.regionorebrolan.se,SE,019-602 70 00,regionen@regionorebrolan.se,Box 1613,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
